id,workload,label,engine,artifact,runs_ms,mean_ms,median_ms,stdev_ms,min_ms,max_ms,notes,emit_lines,emit_bytes,emit_for_loops,emit_repeat_loops,emit_rr_index_reads,emit_rr_index_writes,emit_rr_call_map_helpers,emit_assign_slice_helpers,emit_sym_helpers,pulse_vectorized,pulse_reduced,pulse_vector_loops_seen,pulse_vector_skipped,pulse_vector_candidate_total,pulse_vector_candidate_reductions,pulse_vector_candidate_conditionals,pulse_vector_candidate_recurrences,pulse_vector_candidate_shifted,pulse_vector_candidate_call_maps,pulse_vector_candidate_expr_maps,pulse_vector_candidate_scatters,pulse_vector_candidate_cube_slices,pulse_vector_candidate_basic_maps,pulse_vector_candidate_multi_exprs,pulse_vector_candidate_2d,pulse_vector_candidate_3d,pulse_vector_candidate_call_map_direct,pulse_vector_candidate_call_map_runtime,pulse_vector_applied_total,pulse_vector_applied_reductions,pulse_vector_applied_conditionals,pulse_vector_applied_recurrences,pulse_vector_applied_shifted,pulse_vector_applied_call_maps,pulse_vector_applied_expr_maps,pulse_vector_applied_scatters,pulse_vector_applied_cube_slices,pulse_vector_applied_basic_maps,pulse_vector_applied_multi_exprs,pulse_vector_applied_2d,pulse_vector_applied_3d,pulse_vector_applied_call_map_direct,pulse_vector_applied_call_map_runtime,pulse_vector_trip_tier_tiny,pulse_vector_trip_tier_small,pulse_vector_trip_tier_medium,pulse_vector_trip_tier_large,pulse_simplified_loops,pulse_licm_hits,pulse_sccp_hits,pulse_gvn_hits,pulse_bce_hits,pulse_simplify_hits,pulse_dce_hits
vector_rr_o0,vector,Vector Fusion RR O0,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/vector/vector_rr_o0.R,376.7;362.3;370.0,369.7,370.0,7.2,362.3,376.7,RR-emitted R on GNU R at -O0,106,3137,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vector_rr_o0_warm,vector,Vector Fusion RR O0 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/vector/vector_rr_o0_warm.R,255.1;267.4;238.6,253.7,255.1,14.4,238.6,267.4,RR-emitted O0 kernel averaged across repeated warm calls in one R process,106,3137,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vector_rr_o1,vector,Vector Fusion RR O1,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/vector/vector_rr_o1.R,205.5;175.8;187.7,189.7,187.7,15.0,175.8,205.5,RR-emitted R on GNU R at -O1,75,2623,0,1,0,0,0,0,2,2,2,30,26,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,0,3,1,0,6,5,28,1
vector_rr_o1_warm,vector,Vector Fusion RR O1 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/vector/vector_rr_o1_warm.R,19.0;20.4;19.3,19.6,19.3,0.7,19.0,20.4,RR-emitted O1 kernel averaged across repeated warm calls in one R process,75,2623,0,1,0,0,0,0,2,2,2,30,26,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,0,3,1,0,6,5,28,1
vector_rr_o2,vector,Vector Fusion RR O2,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/vector/vector_rr_o2.R,187.8;184.8;160.4,177.6,184.8,15.0,160.4,187.8,RR-emitted R on GNU R at -O2,75,2623,0,1,0,0,0,0,2,2,2,30,26,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,0,3,1,0,6,5,28,1
vector_rr_o2_warm,vector,Vector Fusion RR O2 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/vector/vector_rr_o2_warm.R,19.7;24.7;22.5,22.3,22.5,2.5,19.7,24.7,RR-emitted O2 kernel averaged across repeated warm calls in one R process,75,2623,0,1,0,0,0,0,2,2,2,30,26,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,0,3,1,0,6,5,28,1
orbital_rr_o0,orbital,Orbital Sweep RR O0,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/orbital/orbital_rr_o0.R,239.6;237.0;220.6,232.4,237.0,10.3,220.6,239.6,RR-emitted R on GNU R at -O0,108,3295,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orbital_rr_o0_warm,orbital,Orbital Sweep RR O0 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/orbital/orbital_rr_o0_warm.R,88.9;80.4;84.4,84.6,84.4,4.3,80.4,88.9,RR-emitted O0 kernel averaged across repeated warm calls in one R process,108,3295,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orbital_rr_o1,orbital,Orbital Sweep RR O1,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/orbital/orbital_rr_o1.R,236.8;212.3;207.1,218.8,212.3,15.9,207.1,236.8,RR-emitted R on GNU R at -O1,106,3228,0,3,0,0,0,0,3,1,2,53,50,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,24,3,1,0,6,4,26,1
orbital_rr_o1_warm,orbital,Orbital Sweep RR O1 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/orbital/orbital_rr_o1_warm.R,77.3;86.2;93.6,85.7,86.2,8.2,77.3,93.6,RR-emitted O1 kernel averaged across repeated warm calls in one R process,106,3228,0,3,0,0,0,0,3,1,2,53,50,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,24,3,1,0,6,4,26,1
orbital_rr_o2,orbital,Orbital Sweep RR O2,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/orbital/orbital_rr_o2.R,233.6;213.1;221.2,222.6,221.2,10.3,213.1,233.6,RR-emitted R on GNU R at -O2,106,3228,0,3,0,0,0,0,3,1,2,53,50,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,24,3,1,0,6,4,26,1
orbital_rr_o2_warm,orbital,Orbital Sweep RR O2 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/orbital/orbital_rr_o2_warm.R,87.3;85.2;86.6,86.4,86.6,1.0,85.2,87.3,RR-emitted O2 kernel averaged across repeated warm calls in one R process,106,3228,0,3,0,0,0,0,3,1,2,53,50,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,24,3,1,0,6,4,26,1
bootstrap_rr_o0,bootstrap,Bootstrap Resample RR O0,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/bootstrap/bootstrap_rr_o0.R,406.8;363.0;418.9,396.2,406.8,29.4,363.0,418.9,RR-emitted R on GNU R at -O0,183,6021,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bootstrap_rr_o0_warm,bootstrap,Bootstrap Resample RR O0 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/bootstrap/bootstrap_rr_o0_warm.R,217.3;195.2;185.8,199.4,195.2,16.1,185.8,217.3,RR-emitted O0 kernel averaged across repeated warm calls in one R process,183,6021,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bootstrap_rr_o1,bootstrap,Bootstrap Resample RR O1,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/bootstrap/bootstrap_rr_o1.R,249.9;222.1;236.9,236.3,236.9,13.9,222.1,249.9,RR-emitted R on GNU R at -O1,157,5303,0,2,1,0,0,0,3,2,3,31,26,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,1,3,1,0,6,5,29,1
bootstrap_rr_o1_warm,bootstrap,Bootstrap Resample RR O1 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/bootstrap/bootstrap_rr_o1_warm.R,51.6;50.6;59.3,53.8,51.6,4.7,50.6,59.3,RR-emitted O1 kernel averaged across repeated warm calls in one R process,157,5303,0,2,1,0,0,0,3,2,3,31,26,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,1,3,1,0,6,5,29,1
bootstrap_rr_o2,bootstrap,Bootstrap Resample RR O2,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/bootstrap/bootstrap_rr_o2.R,254.2;249.4;276.4,260.0,254.2,14.4,249.4,276.4,RR-emitted R on GNU R at -O2,157,5303,0,2,1,0,0,0,3,2,3,31,26,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,1,3,1,0,6,5,29,1
bootstrap_rr_o2_warm,bootstrap,Bootstrap Resample RR O2 warm x10,Rscript,/Users/feral/Desktop/Programming/RR/target/backend_candidate_bench/bootstrap/bootstrap_rr_o2_warm.R,62.0;60.3;58.6,60.3,60.3,1.7,58.6,62.0,RR-emitted O2 kernel averaged across repeated warm calls in one R process,157,5303,0,2,1,0,0,0,3,2,3,31,26,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,1,3,1,0,6,5,29,1
